Website,Article Title,Article content,Article Link,Date
https://fibrenews.co.uk/category/all-news/,"Netomnia, Brsk & YouFibre Achieve Milestone of 2 Million Premises Serviceable in 2024","Netomnia , in collaboration with Brsk and YouFibre , has announced their full-year 2024 results, highlighting significant growth and solidifying their position as the UK’s second-largest alternative network provider . The group’s rapid expansion continues to reshape the broadband market, with a clear focus on scaling their retail and wholesale operations efficiently. Key Performance Highlights Premises Serviceable: The group now boasts a total of 2.08 million premises serviceable , marking an impressive increase of 1.27 million premises within the year , with 255,000 premises added in Q4 2024 alone . This achievement underscores the group’s aggressive network rollout strategy and its commitment to bridging the digital divide across the UK. Premises Connected: Connections have grown substantially, reaching 238,000 premises connected , reflecting a rise of 171,000 connections in the past year and 48,000 in the most recent quarter . This strong growth in customer uptake indicates increasing demand for Netomnia, Brsk, and YouFibre’s high-speed broadband services. Revenue Surge: The company reported a revenue of £38.6 million , an extraordinary increase of 321% year-over-year (YoY) . This growth highlights the successful execution of their market expansion strategies and the increasing adoption of their broadband solutions. Take-Up Rate Improvement: The take-up rate has seen a healthy increase, reaching 11.5% , representing a growth of 38% YoY . As more premises are connected, customer demand continues to accelerate, demonstrating the group’s ability to convert serviceable premises into active subscribers. Adjusted EBITDA: Despite the revenue growth, adjusted EBITDA stood at £(29.6) million , reflecting a 13% decline YoY , which may be attributed to the group’s continued investments in infrastructure expansion and operational scaling. Net Debt Levels: The group’s net debt has risen to £531 million , an increase of 223% YoY , indicating substantial investment in network expansion and strategic consolidation efforts, including the partial year integration of Brsk from August 2024. Jeremy Chelot, CEO of Netomnia, emphasized that reaching the 2 million premises milestone is a defining moment for the group. He stated: “The integration of Netomnia, YouFibre, and Brsk is nearing completion, creating the only scaled and capital-efficient retail and wholesale platform in the market. With our proven execution capabilities, we’re confidently progressing toward our next milestone of 3 million premises serviceable by the end of 2025.”",https://fibrenews.co.uk/netomnia-brsk-youfibre-achieve-milestone-of-2-million-premises-serviceable-in-2024/,2025-01-20T12:14:25+00:00
https://fibrenews.co.uk/category/all-news/,Copper Switch-Off Continues As Openreach Adds 165 New Areas to “Stop Sell” List,"Openreach is accelerating its transition from traditional copper-based services to full-fibre broadband. As part of this initiative, Openreach has issued “stop sell” notifications in numerous exchange areas, ceasing the sale of legacy services where full-fibre is available. Understanding “Stop Sell” A “stop sell” is a policy implemented by Openreach to halt the sale of copper-based services in areas where full-fibre infrastructure has been sufficiently deployed. This means that in designated exchange areas, new orders for traditional services like WLR (Wholesale Line Rental), ADSL, and certain FTTC (Fibre to the Cabinet) products are no longer accepted. Existing customers can typically maintain their current services until the complete withdrawal, but they are encouraged to upgrade to fibre-based solutions to benefit from enhanced speeds and reliability. Recent Developments As of January 2025, Openreach has expanded its “stop sell” policy to an additional 165 locations across the UK, including areas from Truro to Baile Mòr. This brings the total number of exchange areas under the “stop sell” mandate to 852, affecting over seven million homes and businesses. In these regions, communications providers like BT, Sky, TalkTalk, and Vodafone are required to cease offering new copper-based services to both new and existing customers by February 14, 2026. Implications for Consumers and Businesses For residents and businesses in the affected areas, this transition signifies a shift towards more reliable and faster internet connectivity. Full-fibre broadband offers numerous advantages over traditional copper-based services, including: Enhanced Speeds : Full-fibre connections provide significantly higher download and upload speeds, facilitating seamless streaming, gaming, and remote work. Improved Reliability : Fibre-optic cables are less susceptible to environmental factors, resulting in more stable connections. Future-Proofing : With increasing digital demands, full-fibre infrastructure ensures readiness for future technological advancements. Customers can verify the availability of full-fibre services in their area by using the postcode checker on Openreach’s website or by contacting their service providers. Openreach’s strategic move to expand the “stop sell” policy underscores its commitment to modernizing the UK’s digital infrastructure. By phasing out outdated copper networks in favor of full-fibre solutions, Openreach aims to meet the evolving connectivity needs of consumers and businesses, paving the way for a more connected and technologically advanced society.",https://fibrenews.co.uk/copper-switch-off-continues-as-openreach-adds-165-new-areas-to-stop-sell-list/,2025-01-22T08:07:42+00:00
https://fibrenews.co.uk/category/all-news/,"Altnet Take-Up Steadily Grows Amid Shift Toward Profitability, New Eight Advisory Report Reveals","Eight Advisory UK has released its latest Take-Up Tracker , building on its May 2024 study, which highlights a gradual increase in Altnet penetration across the UK broadband market. For the first time, the report incorporates cohort analysis to provide deeper insights into market dynamics and performance. Despite the dominance of five major brands accounting for 90% of the consumer ISP market, alternative network providers (Altnets) are steadily making gains. However, they continue to face stiff competition from retail ISPs, aggressive pricing strategies, and overlapping network builds from Openreach. The report notes that many Altnets, when analyzed on a cohort basis, demonstrate an ability to outperform expectations and edge closer to the take-up levels required to reach EBITDA breakeven and long-term profitability. Adam Bradley, Partner and European Telecoms Lead at Eight Advisory, commented, “Driving Take-up to improve profitability and achieve breakeven Is the top priority of most altnets and a critical consideration for the many active fibre financing and refinancing processes. He added “With the slowdown of build for many in 2024, the expected market consolidation is also taking longer than many expected. In the meantime, many altnets continue to outperform their national market share expectations at a local cohort level.” Eight Advisory’s findings signal cautious optimism for Altnets, as their ability to demonstrate competitive advantages at the cohort level could pave the way for sustained growth and market viability. The full report offers further analysis on how these trends are shaping the fibre broadband landscape.",https://fibrenews.co.uk/altnet-take-up-steadily-grows-amid-shift-toward-profitability-new-eight-advisory-report-reveals/,2025-01-17T12:41:44+00:00
https://fibrenews.co.uk/category/all-news/,LightSpeed and Neos Networks Join Forces to Expand Gigabit Broadband Reach,"The altnet LightSpeed, has announced a strategic partnership with Neos Networks, one of the UK’s leading business connectivity providers. The collaboration is set to expand LightSpeed’s fibre-to-the-premises (FTTP) and wholesale services, reinforcing its commitment to delivering gigabit broadband to underserved communities while strengthening its network infrastructure. With its advanced 10Gbps XGS-PON technology, LightSpeed ensures high-capacity, reliable connectivity across its network. By leveraging Neos Networks’ extensive UK-wide infrastructure, LightSpeed will enhance its wholesale offerings, providing customers with increased access and choice for connectivity solutions. LightSpeed operates through two distinct entities: LightSpeed Networks, responsible for building and managing the infrastructure for both retail and wholesale services, and LightSpeed Broadband, which delivers gigabit-speed broadband directly to homes and businesses in the Midlands and East of England. Through this partnership, Neos Networks is providing LightSpeed with high-performance solutions, including dark fibre, 100Gbps and 10Gbps optical links, and backhaul services. These capabilities will enable LightSpeed to expand into regions like North Staffordshire and establish connections to key data centres in London, Manchester, and Birmingham. This will further allow LightSpeed to offer bespoke wholesale services and managed solutions, presenting a competitive alternative to incumbent providers. For LightSpeed Broadband, the partnership accelerates its ability to deliver FTTH services to new areas, supporting pre-sales, street cabinet deployments, and customer acquisition efforts. This rapid rollout ensures more communities gain access to reliable, high-speed broadband. Chris Tagg, Chief Technology and Information Officer at The LightSpeed Group said: “Partnering with Neos Networks allows us to bring faster, more reliable connectivity to homes and businesses in the East Midlands and beyond. This collaboration equips us with the flexibility and scalability to expand rapidly into new markets while staying true to our commitment to exceptional service delivery – especially in areas where traditional options like Openreach are unavailable.” Lee Myall, CEO at Neos Networks said: “Our collaboration with LightSpeed is a prime example of how advanced network infrastructure can support providers in reaching underserved areas. By delivering tailored connectivity solutions, we’re enabling LightSpeed to expand their footprint and bring high-quality broadband to more communities and businesses.”",https://fibrenews.co.uk/lightspeed-and-neos-networks-join-forces-to-expand-gigabit-broadband-reach/,2025-01-16T10:34:06+00:00
https://fibrenews.co.uk/category/all-news/,Connect Fibre rolls out Wi-Fi 7 across all broadband plans,"Connect Fibre, a community-focused full fibre broadband provider, has launched Wi-Fi 7 across all its contracted packages. After thorough testing with top global manufacturers, the company is bringing next-gen tech to customers at no extra cost, sticking to its fair-pricing promise. The upgrade sets a new standard in the UK fibre market, making cutting-edge connectivity accessible without premium fees. Alongside Wi-Fi 7, Connect Fibre offers flexibility with 24-month contracts for lower rates or 12-month options for shorter commitments. The provider has also boosted its entry-level plan from 150Mbps to 250Mbps at no additional cost (on a 24-month deal), while its top-tier package now hits 2000Mbps. What Wi-Fi 7 brings Wi-Fi 7 uses advanced radio tech and new frequencies for faster, interference-free connections. Benefits include: Faster speeds : Multi-gigabit performance beats Wi-Fi 6, perfect for streaming and gaming. Lower latency : Reduced delays enhance gaming, AR/VR, and video calls. More capacity : Supports multiple devices with 8×8 MU-MIMO, ideal for smart homes. Stefan Stanislawski, CEO of Connect Fibre, said: “The launch of Wi-Fi 7 is a game-changer, and we’re proud to be leading the charge in bringing this cutting-edge technology to our customers. At Connect Fibre, innovation and customer experience are at the heart of everything we do. We believe everyone should have access to the best possible connectivity without barriers or premium pricing. With Wi-Fi 7, we’re not just keeping up with the future – we’re shaping it.”",https://fibrenews.co.uk/connect-fibre-rolls-out-wi-fi-7-across-all-broadband-plans/,2025-03-07T09:11:00+00:00
https://fibrenews.co.uk/category/all-news/,Daisy Communications Strikes Long-Term Partnership with AllPoints Fibre Networks,"Daisy Communications has signed a long-term strategic partnership with AllPoints Fibre Networks (APFN), securing access to a national full-fibre network through APFN’s aquila wholesale platform. With aquila , Daisy can instantly connect to millions of premises via a single, API-first platform—eliminating the complexity of managing multiple fibre networks. As part of the deal, Daisy will also acquire APFN’s B2B direct customer base, previously managed under the Giganet brand. Both companies have confirmed that customers will see no change to their service levels or pricing, while also gaining access to Daisy’s wider product suite and industry-leading support. The partnership takes effect immediately, and customers moving to Daisy have already been informed. Jarlath Finnegan, Group CEO at AllPoints Fibre Networks, said: “The Daisy deal marks another key milestone for APFN. Daisy now has access to the UK’s largest full-fibre wholesale network, benefiting the customers who have supported us along the way. We want to thank them and look forward to continuing that support through Daisy in the years ahead.” Dave McGinn, CEO at Daisy Communications, added: “We’re excited to bring the UK’s largest full-fibre wholesale network to our customers through this partnership. We also welcome the new businesses joining Daisy as part of the deal and look forward to working with them to keep Britain connected.”",https://fibrenews.co.uk/daisy-communications-strikes-long-term-partnership-with-allpoints-fibre-networks/,2025-03-03T09:41:12+00:00
https://fibrenews.co.uk/category/all-news/,Voiceflex Partners with Vorboss to Strengthen Business Connectivity,"Voiceflex has joined forces with Vorboss, London’s leading business ethernet fibre provider, to support partners with connectivity growth in the capital. Reliable connectivity is essential for modern businesses. Without a solid connection to the cloud, operations slow down or stop entirely. Many of Voiceflex’s services run in real-time, making uptime and performance critical. A system is only as strong as its weakest link. Partnering with a specialist fibre provider gives businesses access to high-speed, low-latency internet built for handling data-heavy applications, cloud services, and communication tools. Fibre isn’t just faster than traditional broadband—it’s more stable, scalable, and designed to support growing demands. Paul Taylor, CCO of Voiceflex, said: “We’re really impressed by their uptime stats, but even more so by the money-back service credits. If an outage goes beyond four minutes, an automatic credit is applied at the end of the month. That level of accountability is rare.” For businesses that need dependable, high-quality connectivity, this partnership makes a lot of sense.",https://fibrenews.co.uk/voiceflex-partners-with-vorboss-to-strengthen-business-connectivity/,2025-02-27T11:01:19+00:00
https://fibrenews.co.uk/category/all-news/,Quickline Rolls Out Full Fibre to Hard-to-Reach Homes in Lincolnshire & East Yorkshire,"Thousands of rural homes and businesses across Lincolnshire and the East Riding of Yorkshire are finally getting the broadband speeds they deserve. Quickline is delivering full fibre broadband as part of the government-backed Project Gigabit, bringing next-generation connectivity to communities that have long been left behind. Since securing the contract in summer 2024, Quickline has already connected nearly 850 funded homes and businesses to gigabit-capable broadband. The first areas to benefit include the villages of Ruskington, Ancaster, and Burgh le Marsh in the south of Lincolnshire. But this is just the start. Work is now pushing further north, with North Cave and Gilberdyke in the East Riding of Yorkshire next in line. Holme on Spalding Moor will follow soon after. The rollout is moving fast—just six months after securing the contract, the first homes were live, and four months after breaking ground, residents were able to connect. In total, the contract will bring full fibre to nearly 72,000 properties. On top of that, another 50,000 premises will benefit from Quickline’s separate commercial rollout. This means tens of thousands of people in rural areas will finally have access to reliable, high-speed internet. Dan Hague, Project Delivery Director at Quickline, said: “Bringing high-speed broadband to rural communities is what we do best. From day one, the focus has been on getting results quickly, and connecting over 800 premises in just a few months is a huge milestone. Our teams are working tirelessly to bring reliable broadband to areas that have struggled for too long.” Telecoms Minister Sir Chris Bryant added: “Poor connectivity has been a major challenge for people living and working in rural Lincolnshire and East Yorkshire. Whether it’s remote NHS consultations or simply staying in touch with loved ones, fast broadband is essential. Thanks to this government-funded rollout, thousands of homes and businesses will now have access to the fastest speeds on the market, boosting the local economy and improving everyday life.” Homes and businesses in the rollout areas can now book their installation and get connected. The digital divide is closing—one village at a time.",https://fibrenews.co.uk/quickline-rolls-out-full-fibre-to-hard-to-reach-homes-in-lincolnshire-east-yorkshire/,2025-02-25T23:09:00+00:00
https://fibrenews.co.uk/category/all-news/,"Gigaclear Begins Project Gigabit Build to Connect 9,500 Oxfordshire Premises","Gigaclear has begun work on Project Gigabit in Oxfordshire, aiming to connect around 9,500 homes and businesses to full-fibre broadband. The £25.4m government-funded initiative targets hard-to-reach areas, with Gigaclear installing over 250km of new ducting—50% of which will utilise existing infrastructure. Nathan Rundle, CEO of Gigaclear, said: “Our mission is to bring full-fibre broadband to rural communities, and Project Gigabit is key to making that happen. As an Oxfordshire-based business, we’re committed to improving digital access in the county and delivering fast, reliable connectivity to local residents.” Telecoms Minister Sir Chris Bryant added: “Many communities in Oxfordshire have been excluded from the benefits of fast broadband. Through Project Gigabit, we’re closing those digital gaps and moving closer to our goal of full gigabit coverage by 2030.” Work is now underway, with completion expected by November 2026. Project Gigabit is part of the government’s strategy to ensure no rural community is left behind, delivering the same digital opportunities already available in larger towns and cities.",https://fibrenews.co.uk/gigaclear-begins-project-gigabit-build-to-connect-9500-oxfordshire-premises/,2025-02-18T08:27:45+00:00
https://fibrenews.co.uk/category/all-news/,Freedom Fibre Appoints Lindsey Sutherland as Chief Operations Officer,"Freedom Fibre has appointed Lindsey Sutherland as Chief Operations Officer (COO), effective 4th March 2025. Lindsey brings 30 years of experience in engineering and IT, with a background spanning the military, data systems, and telecoms. His career began with active service in Bosnia and Northern Ireland before founding a data systems business that supported transformation projects in the NHS and military shipbuilding. He later led technology integration at Community Fibre and served as CTO at SaaS VoIP provider Nebula. Lindsey said: “I’m proud to join Freedom Fibre at such a pivotal time. The broadband industry is evolving rapidly, and we must stay ahead to ensure we deliver the best possible service.” Nathan Vautier, CEO of Freedom Fibre, added: “Lindsey’s experience and leadership are a perfect fit for our ambitions. We’re excited to have him on board as we continue to scale.”",https://fibrenews.co.uk/freedom-fibre-appoints-lindsey-sutherland-as-chief-operations-officer/,2025-02-17T08:58:55+00:00
https://fibrenews.co.uk/category/all-news/,Quickline Partners with South Yorkshire Community Foundation to Tackle Unemployment,"Quickline, the rural broadband provider, has announced a transformative partnership with South Yorkshire’s Community Foundation (SYCF) to tackle unemployment across the region. The initiative will see the launch of the QFutures Community Fund , aimed at boosting employment prospects for individuals aged 30 and over in Barnsley, Doncaster, Rotherham, and Sheffield. This new collaboration also secures the continuation of SYCF’s acclaimed Moving On Up (MOU) programme, which focuses on improving the employability and skills of those aged 30 and under. Initially launched as a pilot three years ago, MOU has already made a significant impact, awarding almost £300,000 in grants to 24 local groups and organisations. Quickline, known for providing fast, reliable broadband to rural homes in Yorkshire and Lincolnshire, views this partnership as a vital element of its social values programme, developed in alignment with the UK government’s Project Gigabit . The initiative demonstrates the company’s commitment to fostering not just connectivity, but opportunities for meaningful change in the communities it serves. Michelle Dickinson, Head of Philanthropy and Programmes at SYCF, welcomed the partnership: “The employment landscape remains a growing challenge for employers, educators, and particularly our young people. SYCF’s vision to inspire and prepare people for the fast-changing world of work mirrors Quickline’s ambitions to tackle unemployment in the region. Together, we aim to break down barriers and create lasting opportunities.” Quickline’s investment in the QFutures Community Fund will channel resources to projects targeting unemployment for those over 30, complementing the ongoing work of Moving On Up . Grants of up to £15,000 have already been allocated to groups across South Yorkshire, supporting their efforts to connect people with businesses and improve employability. Julie Holmes, Social Values Manager at Quickline, said: “At Quickline, we’re passionate about more than just broadband; we’re committed to connecting communities with opportunities. Our partnership with SYCF is about driving real, lasting change—tackling unemployment and supporting the people who need it most in the region. By investing in these initiatives, we’re helping to build brighter futures for South Yorkshire.” Quickline recently secured four major contracts under Project Gigabit , enabling it to bring full-fibre broadband to almost 170,000 homes and businesses in rural areas of Yorkshire and Lincolnshire. Alongside this government-backed rollout, the company is expanding its commercial network to reach an additional 190,000 premises, ensuring that rural communities are equipped for the digital age while benefitting from broader social initiatives like the QFutures Community Fund. With SYCF standing as the region’s largest grant-giving charity, awarding £1.7 million to over 400 groups in the past year, the partnership with Quickline underscores a shared commitment to creating positive change. Together, they’re tackling one of South Yorkshire’s most pressing challenges, equipping individuals with the skills and support they need to thrive in today’s job market.",https://fibrenews.co.uk/quickline-partners-with-south-yorkshire-community-foundation-to-tackle-unemployment/,2025-01-15T09:27:24+00:00
https://fibrenews.co.uk/category/all-news/,nexfibre Calls for Action in Upcoming Telecoms Access Review,"nexfibre has released its latest report, UK Fibre: A Fork in the Road , outlining key recommendations for Ofcom’s upcoming Telecoms Access Review (TAR). The report emphasizes the need for regulatory changes to sustain investment in full-fibre rollout, foster long-term competition, and curb anti-competitive practices by the dominant operator. With the UK’s full-fibre market fragmented and many sub-scale operators under financial pressure, rollout progress has slowed significantly this year. nexfibre argues that Ofcom must act decisively to maintain the pace of expansion and ensure a competitive digital infrastructure market. Key recommendations include maintaining regulation on the dominant operator, introducing a margin squeeze test to prevent unfair pricing, addressing transparency issues in BT Openreach’s PIA charges, ensuring fair regulation during the copper-to-fibre transition, and focusing on sustainable, scaled competition through market consolidation. nexfibre, one of the UK’s largest full-fibre wholesale providers, invested £1bn in digital infrastructure this year, positioning itself as the second-largest alternative network provider in just two years. Giles Rowbotham, General Counsel and Chief Development Officer at nexfibre, said: “The UK has made terrific progress in expanding full fibre broadband in recent years, thanks in part to the conditions created by the last Ofcom review. However, this progress is fragile. The current market structure is unsustainable, and the Ofcom review comes at a pivotal moment for this country’s digital infrastructure market.” He added, “To ensure innovation and investment in digital infrastructure, the UK needs a regulatory environment that balances stable regulation with a pragmatic view of market consolidation while firmly restricting behavior that stymies meaningful nationwide competition.” Dave Carter, Honorary Fellow, Manchester Urban Institute, University of Manchester “In our international work, we see how open markets backed up by more sophisticated approaches to regulation are essential foundations for effective FTTH rollout and take up. The UK has so much potential for accelerating deployment and using this in supporting economic growth and social cohesion. This is why proposals which provide for more effective regulation which constrains anti-competitive behaviour, provides regulatory stability, as well as supports innovation are to be welcomed.” “Ahead of the Telecoms Access Review this report is timely. It is important that action is taken to ensure effective regulation while, at the same time, promoting more open business environments. Through doing so we can continue to facilitate new and innovative approaches being championed by networks like nexfibre .” Dr Anita Greenhill, Alliance Manchester Business School, The University of Manchester. “This is an astute report which highlights the importance of regulatory frameworks that promote and protect competition in the fibre infrastructure market. As the Telecoms Access Review approaches, the report’s findings underscore the urgency of creating a regulatory environment that supports fair competition and tackles barriers to entry and expansion that network providers currently face. The UK has significant potential with continued Fibre -to-the-Home deployment, but without effective regulation which provides regulatory stability and curtails anti-competitive behaviour, progress is at risk. High quality, financially sustainable network operators, such as nexfibre, are playing an important role in delivering advanced digital infrastructure and national-scale competition in the market. It is important that the regulator addresses their concerns and puts in-place a regulatory framework which can deliver the digital infrastructure the UK needs to support economic growth and enhance social cohesion.” Dr Anita Greenhill, Alliance Manchester Business School, The University of Manchester. As the Telecoms Access Review approaches, nexfibre is calling for swift action to secure a competitive, resilient market capable of driving economic growth and ensuring the UK’s digital future.",https://fibrenews.co.uk/nexfibre-calls-for-action-in-upcoming-telecoms-access-review/,2025-01-15T09:22:08+00:00
https://fibrenews.co.uk/category/all-news/,Fibrenews Podcast – EP. 15 – Mark Pillow & Paul Gibbs – VoIP unlimited,"In our latest episode, Jonny Rae sits down with Mark Pillow, Managing Director at VoIP Unlimited, and Paul Gibbs, Sales Director. Together, they explore how VoIP Unlimited is achieving impressive growth with their disruptive voice products and delve into the world of connectivity. The conversation covers several key topics, including the role of AI in the channel, the growth and benefits of FTTP, and what resellers truly need from their wholesale providers. We also gain insight into how VoIP Unlimited stays ahead of the curve with their in-house development team, the story of how it all began, and how the team continues to evolve to deliver unique features in a competitive market. Plus, there’s a look at what’s in store for partners and prospects in 2025 and beyond. A big thank you to this episode’s sponsor, CoSoft. If you’re looking for bespoke development, be sure to check them out! www.cosoft.co.uk Tune in wherever you listen to your podcasts, or watch the episode below.",https://fibrenews.co.uk/fibrenews-podcast-ep-15-mark-pillow-paul-gibbs-voip-unlimited/,2025-01-13T10:51:25+00:00
https://fibrenews.co.uk/category/all-news/,Elevate Wholesale –  Chewing The Channel Podcast – Ep. 2 – Andy Tatlock,"In the second episode of Chewing The Channel podcast, Will Goodall, Head of Wholesale at Elevate Wholesale, sits down with Andy Tatlock, CRO at Elevate. Together, they dive into a fascinating discussion about Andy’s career journey and, more importantly, provide a behind-the-scenes look at the sales culture within the Channel. Andy shares insights with Will about the ongoing “altnet” race and how to stay ahead when driving connectivity into the Channel. He also delves into the story behind the rebranding of the former Telcom Group to Elevate Wholesale, explaining the thought process and what the new brand means for both existing and future partners, going into detail on precisely what “Ground To Cloud” entails. The episode offers a valuable perspective on how Elevate Wholesale sees its position in the market, as well as an exciting preview of new products designed to help resellers boost their RPU. Catch the episode below or tune in wherever you get your podcasts!",https://fibrenews.co.uk/elevate-wholesale-chewing-the-channel-podcast-ep-2-andy-tatlock/,2025-01-09T10:31:30+00:00
https://fibrenews.co.uk/category/all-news/,nexfibre Hits Two Million Premises Passed Milestone,"nexfibre has reached a landmark milestone, announcing that its full-fibre network now passes two million premises and is ready for service. This achievement highlights the operator’s rapid progress in delivering high-quality fibre connectivity to underserved suburban and semi-rural areas, driving competition and innovation in the UK’s broadband market. Achieving this milestone in just two years, nexfibre has built its network at an unprecedented pace, making it the UK’s second-largest alternative network provider. The company’s partnership with Virgin Media O2 has been instrumental in this rapid expansion, with nexfibre delivering more new connections in 2024 than any other provider except for the incumbent. The success of nexfibre’s rollout is attributed to its focus on high-density builds, rigorous quality controls, and its exclusive use of XGS-PON technology. As the only major provider deploying 10Gbps-capable XGS-PON technology at scale, nexfibre is setting new standards in network performance and future-proofing its infrastructure for years to come. Rajiv Datta, Chief Executive Officer of nexfibre, said: “Reaching two million premises is testament to the dedication of our team and the support of our partners and investors. It reflects our commitment to building a network that prioritises underserved communities and creates a real and lasting impact – most of all by driving economic growth and improving living standards across the UK. “This is an outstanding achievement in just two years of operation – making nexfibre the UK’s second largest alternative network. However, our work is far from done. Our mission is to be part of a network platform that drives sustainable, nationwide competition, provides a genuine alternative to Openreach, and transforms access to broadband across the country.“ Operating as a wholesale-only provider, nexfibre’s singular focus is on delivering high-quality, technologically advanced full-fibre infrastructure to meet the needs of ISPs and businesses. Its partnership with Virgin Media O2 already enables broadband speeds of up to 2Gbps across the nexfibre network, setting the stage for the UK’s first nationwide challenger to Openreach and expanding choice for consumers. Full-fibre infrastructure isn’t just about connectivity—it’s the foundation for the UK’s digital future. By driving innovation, supporting economic growth, and enabling a more inclusive society, nexfibre is contributing to the Labour government’s mission of building a stronger, fairer economy. This milestone signals a transformative step forward in achieving those goals, with nexfibre leading the charge.",https://fibrenews.co.uk/nexfibre-hits-two-million-premises-passed-milestone/,2025-01-09T09:48:08+00:00
https://fibrenews.co.uk/category/all-news/,Fibrenews Podcast – EP. 14 – Sean Royce – CEO Quickline,"In this episode, Jonny Rae sits down with Sean Royce , CEO of Quickline Communications Limited . Quickline has secured an impressive four BDUK contracts to deliver gigabit-capable full fibre broadband to 170,000 rural premises. The total subsidy awarded amounts to £300 million. This makes Quickline the UK’s second-largest Project Gigabit regional delivery partner. In the episode (recorded at Quickline’s HQ) we delve into the challenges of delivering full fibre to rural areas, the intricacies of the Project Gigabit process, Quickline’s journey to success, and everything else in between. A huge thank you to this episode’s sponsors: Elevate® Wholesale : Bringing change to the channel. Competitive pricing is a given. Elevate’s key focus is on service delivery, getting your customers connected as fast as possible, and your revenue realised quickly. CoSoft: Telco & Broadband’s go to software development house. Industry developers who understand our jargon. Portal builds, availability checkers, integrations, and more.",https://fibrenews.co.uk/fibrenews-podfibrenews-podcast-ep-14-sean-royce-ceo-quickline/,2025-01-13T10:46:04+00:00
https://fibrenews.co.uk/category/all-news/,Dotlines UK Teams Up with The Kenton Group as National Distributor for Audra Security,"Dotlines UK has teamed up with The Kenton Group to become the UK’s national distributor of Audra Security products, taking a major leap toward making digital security more accessible to homes and small businesses across the country. With cyberattacks on the rise, it’s often families and small businesses that bear the brunt. This partnership aims to change that, delivering affordable, easy-to-use tools to help people stay safe online. Audra Security is an innovative suite of hardware and software products designed to enhance how homes and small businesses manage their security and internet usage. It’s a game-changer for anyone looking to take control of their online safety without the need for complex systems or hefty price tags. The Kenton Group, with over 40 years of industry expertise, is perfectly placed to make this happen. Their vast network of resellers and managed service providers already serves more than 225 customers and manages over 150,000 devices. By adding Audra Security to their portfolio, The Kenton Group is tackling cybersecurity inequality head-on, ensuring these essential tools reach the people who need them most. This partnership goes beyond distribution. The Kenton Group and Dotlines UK will also collaborate on other products in Dotlines’ portfolio, strengthening their shared mission to make digital solutions simple, effective, and widely available. Olly Sedden, Product, Marketing & Commercial Director of Dotlines UK, summed it up: “Small businesses and families deserve better access to digital safety. This partnership with The Kenton Group allows us to leverage their incredible expertise and long-standing relationships, while offering an innovative new product that truly addresses key pain points for customers. Audra Security is just the beginning, and together, we’re committed to unlocking its full potential in the UK.” Che Smith, Managing Director of The Kenton Group, echoed the sentiment: “Kenton has always been about introducing cutting-edge solutions to the market, and Audra Security fits perfectly with that vision. This partnership is about breaking down barriers—making technology affordable and accessible for everyone, not just the big players. With Audra, we’re empowering businesses and families to thrive online.”",https://fibrenews.co.uk/dotlines-uk-teams-up-with-the-kenton-group-as-national-distributor-for-audra-security/,2025-01-08T11:53:51+00:00
https://fibrenews.co.uk/category/all-news/,"Ogi Completes Multimillion-Pound Cardiff Fibre Upgrade, Connecting Businesses to a Digital Future","Wales’s home-grown full fibre provider, Ogi, has completed a transformative multimillion-pound programme, delivering 10 Gigabit-capable full fibre connectivity to Cardiff’s city centre economic gateway. This development marks a significant milestone in equipping the Welsh capital with world-class digital infrastructure. Following an extensive build in the Ocean Way industrial zone, Ogi now shifts focus to the Central Square enterprise area and surrounding landmarks like St Mary Street. By connecting Cardiff to its state-of-the-art “dark network,” which stretches along the M4 corridor and across the Prince of Wales Bridge, Ogi is injecting much-needed network resilience, diversity, and wholesale capacity into a thriving hub for financial, legal, and creative industries. This investment underscores Ogi’s commitment to revitalising urban centres, providing the digital backbone needed to support businesses, retail, and residential zones in a rapidly evolving digital age. The upgraded network is poised to empower businesses with unmatched speed and stability, unlocking opportunities for growth and innovation while bolstering Cardiff’s position as a leading UK tech hub. As part of its broader plans across the city, Ogi has also played a vital role in upgrading connectivity for Cardiff’s historic Market, contributing to its £6.5 million restoration project. Beyond the city centre, the rollout reflects Ogi’s wider ambition to connect South Wales with cutting-edge telecoms technology, enhancing urban, suburban, and rural communities alike. Ben Allwright, Chief Executive Officer at Ogi, commented, “Cardiff is home to some of the UK’s leading enterprises and many of Wales’s largest organisations, including key public sector bodies, educational institutions, and cultural landmarks. These are businesses and institutions that demand robust, enterprise-grade digital services. “As a proud Welsh telecoms provider, Ogi is working tirelessly to ensure Cardiff remains competitive on the national stage. By delivering next-generation technologies, including enabling the use of AI, we’re driving productivity and innovation while contributing to the growth of Wales’s economy.” This rollout positions Cardiff as one of the most connected cities in the UK, enhancing the capital’s ability to attract investment and support its growing status as a technology-forward destination. For Ogi, this represents another step in its mission to deliver the infrastructure communities need for today—and for the future.",https://fibrenews.co.uk/ogi-completes-multimillion-pound-cardiff-fibre-upgrade-connecting-businesses-to-a-digital-future/,2025-01-07T11:27:08+00:00
